block_index,window_start,window_end,a,b,max_size,window_recent_accuracy,window_diversity,window_complexity,compromise_score,pareto_index,optimizer_elapsed,pareto_size
17,11,17,0.8171162564838033,2.9589980169755075,7,0.7623333333333333,0.1520111111111111,42.0,0.0,0,10.297238809999726,2
21,15,21,1.0600464632229716,3.805307520385658,9,0.6763333333333333,0.15812222222222222,54.0,0.2,0,10.595606677999967,6
