block_index,window_start,window_end,a,b,max_size,window_recent_accuracy,window_diversity,window_complexity,compromise_score,pareto_index,optimizer_elapsed,pareto_size
20,13,20,0.5479184468088684,12.578111549267915,6,0.8222857142857143,0.09174285714285714,42.0,0.0,0,14.031070492000254,3
25,18,25,1.8197359792099583,1.8007581142015985,6,0.6274285714285713,0.25431428571428566,42.0,0.19174956140351243,1,13.843824602000495,4
